"id","id_user","content","Description","amount","units","msg_type","id_category","cdate","mdate","validity","PictureFile"
"1856","86","Massa oude kranten voor papier-machÃ© of papierslag jeugdbeweging enz.","Vrienden van ons ruimen hun zolder op en hebben zo'n 600 kg oude kranten op te ruimen.\nGeÃ¯nteresseerd voor een hele hoop kwaliteitsvolle papier-machÃ© voor een kleuterklas of ken je een jeugdbeweging die nog papierslag mag doen?\nAf te halen in Mechelen-centrum.","0","","1","15","2014-01-19 21:22:20","2014-03-26 22:46:52","2015-03-21 22:46:52",""
"1501","133","Pannekoeken/Wafels - ook gluten-melk-ei-VRIJ!","k bak pannekoeken en wafels voor op verjaardagsfeestjes etc.... Kan ook GLUTENVRIJ, zonder MELK, of EI! \n\n Mijn zoontje heeft zelf verschillende intoleranties gehad dus ik heb ervaring met die dingen... ;-)\n\n Aantal lets afhankelijk van ingrediÃ«nten en aantal stuks.","0","","1","26","2013-06-28 09:57:32","2014-07-12 22:05:28","2019-06-16 22:05:28",""
"1871","119","Vervoer","Vervoer van punt A naar punt B","20","uur","1","32","2014-02-03 00:53:15","2014-02-03 00:55:45","2015-01-29 00:53:15",""
"1872","119","Ikea","Iets nodig vanuit Ikea? Laat het weten.","20","uur","1","32","2014-02-03 00:53:56","2014-02-03 00:56:14","2015-01-29 00:53:56",""
"1892","75","Muziekoptreden (duo)","Heb je wel eens zin om een (huiskamer)concertje te organiseren, \nheb je een feestje of een gelegenheid waar je graag muziek bij wil?\n\nWij = 2 vrouwenstemmen, met gitaar en percussie. We brengen eigentijdse covers. \nWe kunnen zowel binnen als buiten optreden (binnen wel enkel op plaatsen waar geen huisdieren zijn en waar er niet gerookt wordt).\n\nGeïnteresseerd? Je kan ons altijd contacteren voor meer informatie. 015/ 69 99 53","\N","Uur","1","38","2014-02-05 15:16:44","2014-08-25 17:04:22","2017-01-20 15:16:44",""
"2481","225","Te leen: cakepop machine","","10","dag","1","15","2014-10-18 22:40:05","2014-10-19 09:26:10","2017-10-02 22:40:05",""
"1916","122","Foto-sessie van identieke tweelingen","Ik ben altijd al gefascineerd geweest door identieke tweelingen. Daar fotografie mijn hobby is, wil ik graag eens een foto-sessie maken van hen...het maakt niet uit, of je kind, volwassene of bejaard bent. Als ze klaar zijn , bezorg ik uiteraard de foto's aan u. ","0","","0","18","2014-02-19 15:59:04","2014-02-19 15:59:57","2015-02-14 15:59:04",""
"2239","133","Hulp bij behandelen muren opstijgend vocht/grondwater.","","\N","","0","39","2014-07-12 22:06:48","2014-07-12 22:06:59","2019-06-16 22:06:59",""
"1922","141","karnavalkledij kinderen","Zoek je nog iets voor de kids voor karnaval :\njapannertje maat 110 (4-6 jaar)\nroos kleedje fee maat 128\narabier maat 128 (7-9 jaar)\n\n","0","","1","26","2014-02-22 22:55:34","2014-03-01 14:01:02","2015-02-17 22:55:34",""
"2254","193","koekjes naar jouw vorm en smaak, zonder kleur- of bewaarmiddelen","kies bij een basisdeeg zelf de aanpassing (chocola, gember, citroen, kokos, ...) en de vorm.\nNa afspraak de volgende dag klaar. 30 à 50 stuks, afhankelijk van de grootte. ","10","30 à 50 stuks","1","34","2014-07-20 11:02:50","2014-09-24 16:33:22","2015-09-19 16:33:22",""
"1936","66","Essentiele olie van PhytoSun Aroms","Ik heb tien flesjes in de kast staan, al jaren :-) Datum op de doosjes is dus ruim verlopen. Maar: nooit geopend, altijd in het donker bewaard. \n15 ml: cipres, bittere sinaasappel, basilicum, rozengeranium, niaouli (2)\n5 ml: ravintsara (2), echte tijm\nWie kan ze nog gebruiken?","0","","1","42","2014-03-02 09:10:34","2014-05-29 10:35:32","2015-05-24 10:35:32",""
"2395","220","Lift of Pakkjes vervoer van en naar Kortrijk/Leest","Ik rij wekelijks voor mijn werk naar Kortrijk\nLeest nr kortrijk vertrek om 06u45\nKortrijk nr Leest vertrek om 17u05\nPakjes en/of Personen kunnen met mij mee\n\nAantal blussers af te spreken, afhankelijk van het ommetje","\N","","1","32","2014-10-12 22:14:57","2014-10-12 22:16:58","2015-10-07 22:14:57",""
"2394","220","Cake bakken","Cakes Bakken van 20cm (ongeveer 8 porties)\nVanille, Appel, Chocolade maar ook yoghurtcake, courgette cake (zoet) ","10","","1","34","2014-10-12 22:10:38","2014-10-13 10:10:36","2015-10-07 22:10:38",""
"1979","194","Muziekcassettes overzetten naar CD/digitaal","Wie heeft er een apparaat te leen om muziekcassettes te digitaliseren?","20","","0","23","2014-03-23 18:15:34","2014-11-16 16:03:17","2015-11-11 16:03:17",""
"1961","55","token of wachtwoord online overheidstoepassingen aanvragen","token voor toegang tot online overheidstoepassingen: Tax-on-web, aangifte fietsdiefstal, registratie alarminstallatie ...","10","","1","15","2014-03-21 08:39:07","2014-03-21 08:40:37","2015-03-16 08:39:07",""
"1963","129","Te leen: potjes en glaasjes","40-tal kleine potjes en glaasjes voor aperitiefhapjes","3","10 stuks","1","40","2014-03-22 13:49:36","2014-03-22 13:52:58","2019-02-24 13:52:58",""
"1964","129","Te leen: reisstekkers","Setjes reisstekkers voor het wie naar het buitenland reist en geconfronteerd wordt met een ander formaat stopcontact. 4 verschillende types!","5","stuk","1","23","2014-03-22 13:52:48","2014-03-22 13:53:02","2019-02-24 13:53:02",""
"1977","194","helpen in de tuin","Heb je hulp nodig in de tuin? Ik kan je helpen met onkruid wieden, aanplanten, schoffelen, omspitten, snoeien, maaien, ...","0","","1","21","2014-03-23 18:12:59","2014-11-16 16:03:22","2015-11-11 16:03:22",""
"2478","218","fotoreportage","foto's voor kerstkaartjes, communiefoto's, doopsels, feestjes,... laat maar komen...","20","uur","1","18","2014-10-18 21:46:20","2014-10-18 21:46:46","2015-10-13 21:46:20",""
"1942","137","Tang voor rivetjes","","3","","1","20","2014-03-08 20:03:56","2014-03-08 20:03:56","2015-03-03 20:03:56",""
"1989","182","Ik wil jou graag klaarstomen voor een sollicitatiegesprek in het Frans want gaf bedrijfs-Frans.","Ik kan in vrij korte tijd de kennis van het Frans weer paraat maken. ","20","Uur","1","15","2014-03-23 19:37:22","2014-03-23 19:39:52","2015-03-18 19:39:52",""
"1984","194","Cashflow document: waar gaat mijn geld heen?","Heb je aan het eind van je geld een stukje maand over? Steek al je inkomsten en uitgaven in een cashflow document en je hebt meteen een overzicht waar je geld blijft en waar de valkuilen zitten. Ik ontwerp JOUW cashflowdocument en laat je zien hoe je deze ZELF invult en optimaliseert.","20","","1","15","2014-03-23 18:33:29","2014-11-16 16:03:26","2015-11-11 16:03:26",""
"2569","196","Boek","Inspiration Point, Oscar Van Den Bogaard","5","stuk","1","37","2014-11-02 22:11:53","2014-11-02 22:13:05","2015-05-01 23:11:53",""
"2005","193","breipatronen aanpassen aan jouw maat en/of garen","Ik kan er ook een wat begrijpelijker beschrijving van maken, en ook zelf een patroon maken kan!","20","uur","1","20","2014-03-25 10:43:05","2014-07-20 10:52:35","2015-03-20 10:43:05",""
"2012","197","Iets meebrengen van Albert Heijn Lier","Regelmatig doen we boodschappen bij AH Lier. Wie is op zoek naar een specifiek Nederlands product?","10","ronde","1","32","2014-03-26 11:09:23","2014-09-08 21:34:59","2015-09-03 21:34:59",""
"2013","197","Roze zakken ophalen en vervoeren naar het containerpark","","10","3 zakken","1","31","2014-03-26 11:11:24","2014-09-08 21:35:01","2015-09-03 21:35:01",""
"2033","197","Overschot/resten witte en beige muurverf","O.a. van Levis. Potten zijn dus reeds geopend. Ik geef ze weg vooraleer de verf volledig slecht wordt.","30","voor alles","1","39","2014-04-02 20:39:07","2014-09-08 21:35:11","2015-09-03 21:35:11",""
"2011","197","Nakijken Facebook privacy-instellingen","Op een half uurtje kijken we de instellingen van je Facebook account na, verhogen we de veiligheid van je account en maken we hem minder of net meer openbaar.","10","half uur","1","2","2014-03-25 22:35:42","2014-07-27 09:56:37","2015-07-22 09:56:37",""
"2010","197","Ik help je overstappen naar een nieuwe energieleverancier.","Op basis van een recente jaarafrekening vul ik voor jou een V-test in en zoeken we samen een goedkopere en groene energieleverancier.","15","V-Test","1","2","2014-03-25 22:32:06","2014-10-06 21:26:24","2015-05-28 12:31:06",""
"1020","119","Plooifiets te leen","Ik heb een handige plooifiets ter beschikking.","20","dag","1","33","2012-12-25 23:22:07","2012-12-25 23:22:07","2014-12-15 23:22:07",""
"2028","190","Dagwandelingen in Waals Brabant","Wil je met ons dagwandelingen maken? Op dit moment wandelen we vooral in Waals-Brabant.\nWe wandelen 20-25 km, in een uur of 5, aan een sportief maar niet overdreven tempo, met een middagpauze, meestal in de natuur, en 1 of 2 snackpauzes. Als het mogelijk is en we er zin in hebben kunnen we ervoor, erna of tijdens ook een korte cafÃƒÂ©pauze houden. We wandelen vooral op zaterdag, vertrekken rond 9u en zijn tegen 18u terug\n","17","persoon per dag","1","29","2014-03-31 21:16:57","2014-03-31 21:17:49","2015-03-26 20:16:57",""
"2401","207","reisadvies voor Baltische staten","","5","advies","1","30","2014-10-13 10:48:41","2014-10-13 10:49:30","2015-10-08 10:48:41",""
"2025","190","Gezonde maaltijd bij ons thuis, volgens de principes van Dr Verburgh (De Voedselzandloper)","Wij bieden een gezonde maaltijd aan,volgens de principes van Dr Verburgh (De Voedselzandloper). Je krijgt soep van verse groenten, hoofdgerecht: keuze tussen vegetarisch (broccoli curry met linzen), kip(gesmoorde lentegroenten met kip en guacamole) of vis (ovenschotel met prei en makreelfilet), fruit, water en thee/koffie. Meer informatie over De Voedselzandloper vind je op http://www.voedselzandloper.com/ \nDit kan op donderdagavond of vrijdagavond van 18 tot 20 uur\n","15","persoon","1","34","2014-03-31 21:06:07","2014-05-04 21:16:07","2015-03-26 20:06:07",""
"1721","170","Babysitten","Ik ben van opleiding regentes (+ 6 jaar werkervaring) en in het babysitten heb ik ook al meer dan 15 jaar babysitervaring op kinderen van alle leeftijden.\nIk kan op weekavonden, weekends en schoolvakanties.\n","\N","uur","1","25","2013-11-11 19:48:27","2014-07-21 10:45:50","2021-12-29 19:48:27",""
"2036","180","Thuis op containerpark.","Ik werk deeltijds op een containerpark. Om de 14 dagen rij ik 's zaterdags met de auto naar het CP. Ik kan wel iets meenemen. Kan ook advies geven. Let wel: wat te betalen valt, is te betalen. ","20","uur","1","31","2014-04-04 19:56:22","2014-11-16 19:21:21","2015-03-30 19:56:22",""
"2642","55","Logeermogelijkheid voor 2 + 1 personen","Ik heb twee logeerkamers: een kamer met een dubbel bed en een kamer met een enkel bed. Voor wanneer jij gasten hebt die in Mechelen willen blijven slapen en je zelf onvoldoende plaats hebt. Mits afstemming op voorhand en op vrij- zat of zondag kan ontbijt voorzien worden. Blussers overeen te komen.","\N","","1","40","2014-11-24 16:04:23","2014-11-24 16:09:08","2015-05-23 17:04:23",""
"1766","137","3 DEURKLINKERS voor binnendeuren","koper-en brons","3","stuk","1","39","2013-11-24 09:00:23","2013-11-24 09:00:23","2014-11-19 09:00:23",""
"2267","197","Kortingbonnen Accor Hotels (Novotel, Ibis, Sofitel, Mercure...)","Twee bonnen twv 40 euro beschikbaar (totaal 80 euro). Cumuleerbaar. Te gebruiken tot april 2015. Wereldwijd bruikbaar.","40","bon","1","29","2014-07-27 09:56:29","2014-10-06 21:27:44","2015-10-01 21:27:44",""
"2270","192","kleine decoraties voor knutselen/doopsuiker","In dit pakketje wat overschot van o.a. onze doopsuiker. \n2 vellen dubbelzijdige foam stickertjes in diverse formaten.\n4 plexi ballen.\n2 potloden met olifantje erop.\n4 houten hartjes met lieveheersbeestje.\n6 zelfklevende houten lieveheersbeestjes.\n20 rechthoekige ecru naamlabels met gaatje.\npakje met houten kralen en wasknijpertjes.\n7 ronde tule ecru (doopsuiker, uitdeelzakjes...).","10","alles","1","20","2014-07-28 22:31:47","2014-07-28 23:19:42","2015-07-23 22:31:47",""
"2644","55","pastamachine te leen","apparaat om pasta te draaien uit deeg","10","halve dag","1","34","2014-11-24 16:10:57","2014-11-24 16:17:34","2015-11-19 16:10:57",""
"2065","63","motoruitstap","wil je graag een motorervaring opdoen.\nwil je ergens naartoe wat met auto en openbaar vervoer heel veel tijd vergt,met de motor kan dit op een veilige manier in kortere tijd zonder parkeerproblemen.Gepaste kledij ter beschikking","0","","1","32","2014-04-12 12:30:30","2014-10-15 17:41:56","2015-10-10 17:41:56",""
"2077","175","logeren","ik heb nog een logeerbed ter beschikking ","0","","1","2","2014-04-13 14:50:14","2014-04-22 09:17:52","2015-04-08 14:50:14",""
"2502","221","Complete gids voor de macrobiotische keuken","isbn: 978-90-7253802-4\nGeschreven door Aveline Kushi en Alex Jack\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk naar onderling akkoord.","3","3 weken","1","37","2014-10-25 13:58:26","2014-10-25 14:12:50","2015-10-20 13:58:26",""
"2494","222","Tikka Masala wortelsoep","Ingrediënten zijn: groentenbouillon, wortel, ui, appel, gember, citroengras, rode chili, tikka masala currypasta en verse koriander.  Vraagprijs: 10 blussers per ruime liter, zonder bijkomende vergoeding in geld.  Bestel het ca. 2 dagen op voorhand (of eerder) en dan maak ik ze voor jou met veel plezier!","10","ruime liter","1","34","2014-10-22 18:33:45","2014-10-26 11:31:29","2015-10-17 18:33:45",""
"2549","164","Muts + sjaal Petit Bateau maat 12/18 maand","Muts: lichte en donkerroze strepen, felroze pompon; model 'vliegenier' met oorbescherming en touwtjes om dicht te knopen onder de kin\nSjaal: lichte, donkerroze en felroze strepen, lichtgrijze strepen en felgroene strepen\nMateriaal: katoen","6","set","1","27","2014-10-30 17:41:47","2014-10-30 17:48:23","2014-12-29 17:41:47",""
"2559","161","Gloednieuwe auberginekleurige ronde sjaal van Pieces","Enkel direct gewassen na aankoop en ticketje uitgeknipt om dan te merken dat hij mij toch prikt (wol aanwezig). Nieuwprijs 19.99 denk ik. \nBlussers overeen te komen","\N","","1","2","2014-11-01 16:27:12","2014-11-01 16:28:09","2014-12-31 16:27:12",""
"2275","195","Gordijntjes en tafelkleden op maat","Geen te grote afmetingen","20","per uur","1","40","2014-07-31 11:40:56","2014-07-31 11:40:56","2015-07-26 11:40:56",""
"2562","226","Kabouter klu(n)s","Kleine klusjes in en om huis, een kader ophangen, een stopcontact aansluiten, lampen vervangen,... Noem maar op, zolang het geen grote verbouwingswerken zijn.\nVraag gerust, ik ben flexibel, maar helaas niet de beste klusser van gans het kabouterdorp. :-)","20","Uur","1","40","2014-11-01 17:04:39","2014-11-01 17:08:18","2016-10-21 18:04:39",""
"2563","170","Dressoir in massief teak","Ken je iemand die een mooie 2de hands dressoir in zeer goede staat zoekt? Breng mij in contact met hem/haar en jij krijgt enkele blussers!\n\nLater doe ik ook nog bijhorende tafel en 6 stoelen met kussens weg (maar is pas als ik waardig alternatief heb)\n\nIn zeer goede staat (geen huisdieren/kinderen)!\n\nAfmetingen: L2m20, B50cm, H95cm\nDetails: 4 deuren met 1 plank in + tussenin 4 schuiven\n\nOnmiddellijk beschikbaar. (Zelf af te halen en van 1ste verdieping naar beneden te brengen => zo 9/11 verhuis ik en is er volk om mee te helpen!)\n\nVerkoop wegens verhuis, niet omdat het versleten/stuk is!\n\nVraagprijs ong 600 euro","\N","","1","15","2014-11-01 20:25:56","2014-11-01 22:27:05","2014-12-31 20:25:56",""
"1065","117","Heeft je kat problematisch gedrag? Plast ze waar het niet mag, krabt ze op je meubilair of is ze aggressief?  ","Ik kom kijken waar het probleem van je kat juist zit en probeer het samen met jou op te lossen.","20","uur","1","22","2013-01-20 20:20:47","2014-11-03 13:21:12","2019-10-08 14:21:12",""
"2574","117","Druivelaar snoeien","Heb je een druivelaar staan en weet je niet hoe je hem moet snoeien om goede trossen te krijgen?  Ik kan het je leren of doe het voor jou.\nJe snoiet een druif best 2x/jaar: in de winter en in de zomer.","\N","","1","21","2014-11-03 13:18:27","2014-11-03 13:21:13","2019-10-08 14:21:13",""
"936","117","Aardperen...","Wij hebben aardperen in onze tuin staan.  Wil je deze vergeten groente eens proberen in een lekkere soep of als puree? Of wil je enkele knollen als plantmateriaal?","\N","","1","21","2012-11-30 10:21:39","2014-11-03 13:21:15","2019-10-08 14:21:15",""
"2095","149","Updates van website uitvoeren","Af en toe zien we graag nieuwe berichtjes verschijnen op onze website (wordpress). Wil jij daar voor zorgen?\nbvb aankondiging volgende instap, upload van krantenknipsels.\nWe zien het niet groot: het gaat om slechts een paar aanpassingen per jaar.\n","10","jaar","0","24","2014-04-18 16:45:55","2014-09-27 20:54:16","2015-04-13 16:45:55",""
"2098","137","katrol met kabel","speciaal,krachtig systeem waarmee b.v.je een voertuig dat vast zit in de slijkof ... eruit kan trekken","0","","1","31","2014-04-18 20:27:47","2014-07-08 17:40:35","2015-07-03 17:40:35",""
"2503","221","Bart Staes: voor een ander Europa","isbn: 978 90 8924 085 9\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk na onderling akkoord","3","3 weken","1","37","2014-10-25 13:59:38","2014-10-25 14:10:24","2015-10-20 13:59:38",""
"2550","164","Set winterondergoed Petit Bateau - maat 3 jaar","voor meisjes: ecru met roze stippen\nMateriaal: wol en katoen\nHemdje met lange mouwen\nLegging met lange pijpen","6","set","1","27","2014-10-30 17:43:10","2014-10-30 17:47:58","2014-12-29 17:43:10",""
"2107","192","kindergrime","Ik kan voor kindergrime zorgen op jullie verjaardagsfeestje, communie etc.\nPer uur kunnen ongeveer 10 gezichtjes geschminkt worden. Met degelijk materiaal van het merk grimas.","30","uur","1","26","2014-04-24 20:50:13","2014-04-24 20:54:09","2015-04-19 20:50:13",""
"2554","180","Gratis: IJzeren stapelbed.","IJzeren stapelbed. 140cm hoog, 94cm breed, 197cm  lang. Met houten ladder (niet origineel). \nKan afgeleverd worden. ","\N","","1","40","2014-10-31 10:44:29","2014-11-16 19:17:04","2015-01-29 10:44:29",""
"733","100","Vegetarische Marokkaanse gerechten..","Humus, zaalouk, gemarineerde wortelsla, rode bietensla, spliterwtenpasta, linzenbrij,..","20","gerecht","1","34","2012-07-07 13:31:09","2014-04-25 11:07:00","2019-03-30 10:07:00",""
"762","100","Hapjes ","Ik kan heel lekkere hapjes maken. Het gaat over brewats; krokante filodeeg (driehoekjes) gevuld met hartige vulling. Twee variaties; spinazie, feta en pijnboompitjes ofwel met gehakt en groentjes. Hapjes zijn heel lekker en vers natuurlijk. Graag 1 dag op voorhand bestellen. ","1","per hapje","1","34","2012-07-27 11:59:51","2014-04-25 11:07:15","2019-03-30 10:07:15",""
"1282","100","Onkruidverbrander","Na verschillende pogingen om op een gemakkelijker manier onkruid te verwijderen, heb ik zo'n onkruidverbrander aangekocht. Omdat ik weet dat dit een zeer vervelend karwei is en vermoeiend is, wil ik die graag uitlenen. Het apparaat werkt op zo kleine busjes gas. Is wel bedoeld voor opkomend kleine onkruid, dus niet voor vergevorderd onkruid (vandaag tot conclusie gekomen pfff) dus hardnekkige onkruid moet je toch met de hand uittrekken. Het voordeel van de app is wel dat je niet moet bukken. 20 blussers per dag voor het uitlenen, gasbusjes ook bij mij in blussers of vrij aan te kopen in hobbywinkel. ","20","dag","1","21","2013-04-21 21:47:30","2014-04-25 11:07:38","2019-03-30 10:07:38",""
"2505","221","De kleine vegetariër: Vegetarische gerechten voor kinderen van 0-15 jaar (en hun ouders!) ","ISBN: 978 90 6112 809 0\n\nWie is de kleine vegetariër? Zijn dat al je kinderen, omdat je besloten hebt ze allemaal vegetarisch op te voeden? Of is het één van je kinderen, die (soms op zeer jonge leeftijd) ineens tot het inzicht kwam dat hij of zij geen dieren meer wil eten? Of is er helemaal geen echte vegetariër thuis, maar wil je proberen om eens wat minder vlees te eten, om welke reden dan ook? In welke categorie je jezelf ook plaatst: dit boek is er voor jou.\n\n\nIn De kleine vegetariër geven Antoinette Hertsenberg en diëtiste Marion Pluimes tips, adviezen en vooral heel erg veel lekkere en voedzame recepten voor kinderen van alle leeftijden. Van baby's, peuters en kleuters tot aan tieners; voor iedere groep zijn er lekkere vegetarische recepten, die bovendien - met een beetje hulp - ook door de kinderen zelf gemaakt kunnen worden.\nDe kleine vegetariër geeft:\n\ninformatie over gezonde en gevarieerde voeding\n\ninzicht in het samenstellen van een afwisselende vegetarische maaltijd\n\ntips en adviezen over vegetarisch eten tijdens de zwangerschap\n\nper leeftijdscategorie aan wat je kind aan voedingsstoffen nodig heeft\n\nruim 75 originele en gezonde recepten\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk na onderling akkoord.","3","3 weken","1","37","2014-10-25 14:08:07","2014-10-25 14:20:30","2015-10-20 14:08:07",""
"2707","191","Koud buffet op kerstavond, oudejaar of nieuwjaar","Ik ben helemaal niet feestdagen minded en vier dit ook niet.\nMaar ik kook wel zeer graag voor anderen op die dagen.\nDit jaar, een koud buffet in de aanbieding met vlees en/of vis.\nMaximum 10 personen.\nSchotels zelf te voorzien en wel af te halen.\n\nBlussers over een te komen.\nNiet op kerstdag zelf wegens familiale verplichting (zucht!)\n\nVoorbeeldjes van vorig jaar op foto's","\N","","1","34","2014-12-06 20:44:33","2014-12-06 22:17:22","2015-02-04 20:44:33",""
"2288","192","Helpen bij kinderfeestje","Komen er wat vriendjes spelen van je kroost? Houden jullie een (verjaardags)feestje? ...\nHeb je dus een helpende hand nodig? Ik kom mee een oogje in het zeil houden, spelletjes spelen, breng mijn schminkkoffer mee... Of zelfs een stapel pannekoeken als je zelf niet teveel voorbereiding wil.\n\n(Enkel voor feestjes op woensdag nm, op feestdagen of tijdens het weekend.)","20","uur","1","26","2014-08-07 21:02:05","2014-08-07 21:05:57","2017-07-22 21:02:05",""
"2548","164","Beige jongensvest Van Hassels - jeansmodel - maat 116","Beige jongensvest Van Hassels - jeansmodel - maat 116\nWeinig gedragen, als nieuw","10","stuk","1","27","2014-10-30 17:38:53","2014-10-30 17:47:36","2014-12-29 17:38:53",""
"2113","5","vroedvrouw","als je vragen hebt ivm zwangerschap, bevalling of borstvoeding, wil ik die graag beantwoorden.\n\nik werk als vroedvrouw op een verloskamer.\n\nwat betreft de blussers: je geeft wat je wil, wat het je waard is, en wat je kan missen. ","\N","","1","28","2014-04-30 22:33:04","2014-04-30 22:34:07","2015-04-25 22:33:04",""
"2119","105","Met ezels wandelen in Mispeldonk Muizen","Wij hebben twee ezeltjes en zadels zodat de kinderen er (om beurt)op kunen rijden, wandelingetje van ongeveer een uur, tel 2 uur incl ezels poetsen en opzadelen.","40","keer","1","26","2014-05-04 15:38:21","2014-05-04 15:45:20","2015-04-29 15:38:21",""
"2123","158","Voor al uw retouches, was en strijk!","U wilt uw was eenvoudig en snel proper gestreken terug in uw kleerkast of dressing opbergen? Dit is geen probleem voor mij. Breng uw vuile was binnen in eender welke hoeveelheid. U krijgt enkele dagen later een verwittiging dat uw was voor u klaar ligt.\n\nKleine retouches kunnen eveneens: knopen, gaatjes,... ","15","","1","2","2014-05-04 22:57:42","2014-05-04 22:58:13","2015-04-29 22:57:42",""
"2421","222","Irish Stew","Ingrediënten van het gerecht: rundsvlees, ui, knoflook, wortel, krielaardappeltjes in de schil,laurier, tijm, tomatenpuree, vleesbouillon en echte Guiness. Ik maak dit voor jou op verzoek, gelieve enkele dagen op voorhand aan te vragen.  Ik vraag hier enkel blussers voor, dus geen bijkomend geld.","25","portie","1","34","2014-10-13 14:45:43","2014-10-26 11:32:19","2015-06-10 14:45:43",""
"2699","228","diverse gordijnen","-  verduisterende gordijnen, zwart met subtiel motief, lengte ongeveer 180 cm, verschillende breedtes\n\n- voilegordijnen met kleurig geometrisch motief (rood-blauw-wit), slechts 3 maand gebruikt\n\n- verduisterende rolgordijnen IKEA TUPPLUR: 2 smalle donkergrijze \n\n-  wit polyester gordijnen met subtiel flock bloemenmotief, hoogte ong 240 cm, B  280 cm (= 2 banen), en dit 2x (4 banen in totaal), geschikt voor groot (schuif)raam of voor afscherming kastenwand. \nondoorzichtig, maar ze laten wel licht door.\n\n- gordijnen gemaakt van ecru fleecedekentjes,  werkt heel goed als isolerende voering voor andere gordijnen, \nop maat van bovenstaande witte gordijnen voor een groot raam\n\n- alu jaloezieën (zilverkleur), b 120 cm, 3 stuks van ong 180 cm hoog en 2 stuks van ong 240 cm hoog","\N","","1","40","2014-12-05 18:01:54","2014-12-05 18:03:19","2015-03-05 18:01:54",""
"2292","97","partij bakstenen","Partij bakstenen,\nna afspraak af te halen\nfoto: http://goo.gl/0cwg1k","10","","1","39","2014-08-09 10:51:50","2014-08-12 10:49:25","2015-08-07 10:49:25",""
"2137","194","Bordspelen te leen, plus uitleg","Bordspelen te leen. Als je wil, leg ik het spel ter plaatse uit. Keuze uit: Kolonisten van Catan, Kolonisten van de Lage Landen, Boonanza, Carcassonne, Carcassonne De Burcht, Kardinaal en Koning, Gesjaakt (No Merci), Saboteur, Guillotine, Elfenland, Clans, Dobble, Trans Amerika, Ticket to Ride, Medina, Alhambra, ...","2","spel","1","36","2014-05-10 11:53:08","2014-05-10 11:58:47","2015-05-05 11:53:08",""
"1019","41","Laminaat leggen + plintjes plaatsen","laminaat leggen + afwerking: plintjes plaatsen","30","uur","1","39","2012-12-25 09:52:30","2014-08-13 14:30:43","2014-12-17 09:12:16",""
"1200","123","kinderopvang","30 blussers per dag/avond\n50 blussers met overnachting + 1 euro voor\ndrankjes en ontbijt.","30","avond","1","25","2013-03-26 17:02:56","2014-05-10 12:53:49","2016-03-10 17:02:56",""
"2425","215","Massage","Ik heb een opleiding Tuina therapeut gevolgd. (Traditionele Chinese Geneeswijzen - OTCG)\nIk kan enkel op verplaatsing een massage geven, maar heb een massagetafel die ik kan meebrengen. ","20","uur","1","28","2014-10-13 19:20:41","2014-10-13 19:25:31","2015-03-12 18:20:41",""
"2140","176","koekjes bakken","chocolade, gember, citroen, ... \n\n","20","15","1","34","2014-05-13 15:48:54","2014-05-13 16:03:17","2019-04-17 16:03:17",""
"2139","176","taart bakken","chocolade, citroentaart, suikertaart, gebakken kaastaart op speculaasbodem, ... \n\naantal blussers afhankelijk van de taart tussen 1 à 2 uur\n+ aankoopprijs ingrediënten","\N","","1","34","2014-05-13 15:48:07","2014-05-13 16:05:17","2019-04-17 16:03:25",""
"1943","137","plastieken zeil met afmetingen","Afmetingen4,46m x 2,18 m, met bevestiging mogelijkheid aan de hoeken (piketjes) : geschikt voor  tent of voortent","10","","1","29","2014-03-08 20:05:14","2014-05-16 19:55:21","2015-03-03 20:05:14",""
"1821","87","Juweeltjes herstellen.","Blussers afhankelijk van benodigde materiaal (indien er iets moet aangekocht worden omdat ik bv geen gepast slotje of zo heb liggen, betaal jij dat uiteraard) en de tijd die ik eraan spendeer.\n","\N","","1","20","2014-01-01 10:25:09","2014-05-26 15:59:51","2014-12-27 10:25:09",""
"2426","215","speelgoed ontlenen","Ik heb een hele boel speelgoed voor verschillende leeftijden (0-volwassen). Ben je op zoek naar iets en wil je dat graag lenen? Stel de vraag.\nIk vraag graag 35 blussers als waarborg. Als je het intact terugbrengt krijg jij je blussers terug en beslis je zelf hoeveel het lenen je waard was. ","\N","","1","27","2014-10-13 19:25:15","2014-10-14 11:04:31","2015-03-12 18:25:15",""
"2430","220","Gepersonaliseerde verjaardagstaart maken","Ik kan voor jou of jouw kinderen een persoonlijke verjaardagstaart maken: een zelfgebakken biscuit met vulling (slagroom, chocomousse, bavaraois...) volledig gedecoreerd naar wens met suikerpasta. Ook de naam van de jarige erop en een geboetseerd figuurtje naar keuze. Aantal blussers af te spreken afhankelijk van de grootte van de taart en eventuele extra versieringen. Reken ongeveer 5 blussers per persoon - kleinste taart is voor 8 personen. Ingrediënten inbegrepen.","5","stuk","1","34","2014-10-13 20:05:01","2014-10-13 20:20:38","2016-06-04 20:05:01",""
"2544","164","Disana Wollen overbroekjes voor wasbare luiers","1 stuk maat 62/68 - 2 stuks maat 74/80\nMet bijhorende Wollshampoo en Lanolineverzorging","9","geheel","1","27","2014-10-30 15:07:38","2014-10-30 17:48:59","2015-01-28 15:07:38",""
